CensusTract,State,County,POP2010,LALOWI1_20,LILATracts_Vehicle,TractKids,TractSeniors,TractHUNV,TractSNAP,GEOID,INTPTLAT,INTPTLON,ALAND_miles
48201331200,Texas,Harris,3473,595.24,1,1006,485,442,479,48201331200,+29.6635175,-095.3705233,1.369164796444
48201331300,Texas,Harris,4647,1879.89,1,1064,944,263,471,48201331300,+29.6465413,-095.3784722,1.74862313933
48201331500,Texas,Harris,7145,1128.33,1,1715,1363,188,385,48201331500,+29.6315758,-095.3720536,3.583498376644
48201331601,Texas,Harris,6458,503.82,1,1701,772,188,461,48201331601,+29.6283281,-095.3481552,1.193868696914
48201332300,Texas,Harris,2918,1094.78,1,730,462,102,218,48201332300,+29.6665461,-095.3234948,0.4527818154
48201332400,Texas,Harris,4271,1075.43,1,913,848,132,354,48201332400,+29.6581951,-095.3305738,1.408125190958
48201332500,Texas,Harris,3257,1098.99,1,886,437,106,273,48201332500,+29.6647618,-095.3076091,0.740876455924
48201332600,Texas,Harris,6605,566.39,1,1999,735,341,540,48201332600,+29.6749892,-095.3068102,1.276902248626
48201333700,Texas,Harris,3156,745.67,0,1010,206,17,90,48201333700,+29.6350072,-095.2943137,3.456048423056
48201333800,Texas,Harris,9228,2667.67,1,2965,618,176,614,48201333800,+29.6121927,-095.2837799,3.318404990566
48201334100,Texas,Harris,9914,2598.59,1,2559,736,217,679,48201334100,+29.6545097,-095.4137206,10.635682680906
48201340100,Texas,Harris,4618,1823.07,0,1287,143,61,321,48201340100,+29.5940423,-095.1839995,3.251982319098
48201341100,Texas,Harris,3832,362.51,1,759,269,141,140,48201341100,+29.5399644,-095.1254181,1.789158830004
48201341201,Texas,Harris,3974,2074.89,0,923,213,72,310,48201341201,+29.5257842,-095.1129302,3.08414223529
48201341301,Texas,Harris,4864,486.16,1,683,625,147,147,48201341301,+29.5706402,-095.0924781,4.472439930242
48201342200,Texas,Harris,4217,226.48,0,1179,372,49,226,48201342200,+29.6735514,-095.1465361,1.110783407534
48201343700,Texas,Harris,2945,498.97,0,815,334,90,160,48201343700,+29.6374126,-095.0618101,15.576320321102
48201350500,Texas,Harris,6848,691.09,0,2047,499,106,477,48201350500,+29.5816669,-095.1957301,2.250985084754
48201420500,Texas,Harris,4041,467.45,0,1320,249,135,315,48201420500,+29.6485897,-095.4713124,0.902162844384
48201440100,Texas,Harris,6751,1621.83,1,1667,449,165,90,48201440100,+29.6433129,-095.5481537,2.116489927972
48201451901,Texas,Harris,7411,1027.68,1,1876,336,341,587,48201451901,+29.7219545,-095.6091863,0.80236049671
48201452300,Texas,Harris,2323,359.37,0,604,197,31,132,48201452300,+29.7078193,-095.5654888,0.774448410926
48201453900,Texas,Harris,10151,1158.22,1,3161,619,144,619,48201453900,+29.6833279,-095.6268267,1.258512210366
48201454302,Texas,Harris,6490,1120.79,0,1733,557,51,294,48201454302,+29.7153445,-095.6704786,1.062518727024
48201521600,Texas,Harris,3632,1317.78,0,1204,276,7,193,48201521600,+29.8431718,-095.5325591,2.577175637414
48201521700,Texas,Harris,6609,489.88,0,1882,193,291,533,48201521700,+29.8538289,-095.5249231,2.120166391216
48201521800,Texas,Harris,5778,1511.38,1,1423,442,112,104,48201521800,+29.8564075,-095.5543015,2.71486462994
48201531800,Texas,Harris,2352,967.49,0,687,300,74,123,48201531800,+29.8530673,-095.4359660,1.254289798894
48201531900,Texas,Harris,4708,2259.68,1,1447,538,147,415,48201531900,+29.8529494,-095.4499189,1.673332863228
48201532600,Texas,Harris,6558,1856.94,1,2031,353,328,480,48201532600,+29.8915257,-095.4892440,1.033090418686
48201533000,Texas,Harris,2245,1721.5,1,733,187,108,376,48201533000,+29.8894868,-095.4616977,0.683894364458
48201533100,Texas,Harris,6449,2261.47,1,2013,460,266,508,48201533100,+29.8764494,-095.4563662,1.345404465466
48201533200,Texas,Harris,3222,916.25,1,865,323,165,253,48201533200,+29.8668801,-095.4495928,1.0342900376
48201533300,Texas,Harris,5880,631.39,1,1633,692,431,794,48201533300,+29.8746572,-095.4227943,1.366293741972
48201533400,Texas,Harris,9655,2299.03,1,3185,760,250,523,48201533400,+29.8931002,-095.4423023,2.639568562308
48201533500,Texas,Harris,4383,210.43,0,1321,494,34,117,48201533500,+29.8923877,-095.4196267,1.031230565352
48201533801,Texas,Harris,8645,1019.11,0,3105,300,91,353,48201533801,+29.9087893,-095.4595452,3.275693615122
48201533802,Texas,Harris,6182,812.79,0,2210,355,58,389,48201533802,+29.9261210,-095.4677359,2.131625512474
48201533901,Texas,Harris,9260,439.79,0,3054,424,24,586,48201533901,+29.9267033,-095.4876793,1.1182672225999999
48201534100,Texas,Harris,7488,3897.67,0,2339,409,9,414,48201534100,+29.9177950,-095.5362738,4.862277853194
48201540200,Texas,Harris,2654,936.18,0,694,189,30,163,48201540200,+29.8233580,-095.5697134,0.966992072898
48201541800,Texas,Harris,5762,613.88,0,1580,306,85,255,48201541800,+29.7964079,-095.7030214,1.943949052314
48201542101,Texas,Harris,17754,1752.36,0,6471,501,62,603,48201542101,+29.8533806,-095.7090128,3.512878390334
48201550100,Texas,Harris,4719,686.34,1,1766,64,274,528,48201550100,+29.9446311,-095.4295895,1.347780923276
48201550301,Texas,Harris,6600,4481.7,1,2110,113,443,577,48201550301,+29.9841943,-095.4265706,1.0927651855
48201550302,Texas,Harris,8785,1871.19,1,2465,362,274,795,48201550302,+30.0083264,-095.4389892,3.4270992673
48201550401,Texas,Harris,10249,3187.23,1,3364,373,422,886,48201550401,+29.9877948,-095.4636014,3.852082897006
48201550500,Texas,Harris,5665,794.15,0,1888,248,92,272,48201550500,+29.9526294,-095.4466086,1.689299725336
48201550900,Texas,Harris,8741,110.99,0,2804,386,38,377,48201550900,+29.9571753,-095.4900389,1.229653016376
48201552200,Texas,Harris,6511,468.23,1,1894,476,151,265,48201552200,+29.9523608,-095.6384971,3.854021515148
48201552302,Texas,Harris,4962,721.84,1,1161,418,100,168,48201552302,+29.9609484,-095.5983610,1.400675352868
48201552601,Texas,Harris,5339,237.5,1,1635,289,241,359,48201552601,+29.9629845,-095.5679180,1.124294660922
48201553200,Texas,Harris,6743,414.27,1,1743,765,205,242,48201553200,+30.0297135,-095.4513905,1.637194874334
48201555401,Texas,Harris,2445,1074.43,0,563,366,94,124,48201555401,+30.1074172,-095.6076922,5.16895210806
48201555402,Texas,Harris,7774,1119.61,1,1757,1573,399,324,48201555402,+30.0925351,-095.6216455,5.42315587333
48201980000,Texas,Harris,33,10.0,0,9,3,0,4,48201980000,+29.6470009,-095.2766804,2.165143027094
48201980100,Texas,Harris,603,412.53,0,252,8,0,98,48201980100,+29.9853952,-095.3462109,12.296335954454
48203020401,Texas,Harrison,3890,518.94,1,1174,383,155,491,48203020401,+32.5898825,-094.4109264,16.75934225453
48203020402,Texas,Harrison,5264,426.95,1,1259,725,298,351,48203020402,+32.5138826,-094.4168614,11.76024992984
48207950300,Texas,Haskell,3973,479.6,1,836,817,120,363,48207950300,+33.1203710,-099.6317724,375.190092998458
48209010304,Texas,Hays,5233,869.79,1,824,223,225,572,48209010304,+29.9144552,-097.9049106,3.35438467764
48209010908,Texas,Hays,7256,3100.27,0,2417,315,53,424,48209010908,+30.0546634,-097.8008814,15.070220136114
48213950901,Texas,Henderson,5252,2721.22,0,1046,1233,34,364,48213950901,+32.2777586,-096.1053322,10.321169011032
48213951200,Texas,Henderson,6234,1807.2,1,1925,598,174,529,48213951200,+32.2008470,-095.8756612,6.310764988926
48213951300,Texas,Henderson,5865,452.75,1,1234,1216,198,224,48213951300,+32.1964678,-095.8422689,9.587419611926
48215020101,Texas,Hidalgo,6321,1816.77,1,2341,746,211,656,48215020101,+26.2109434,-098.3390991,1.350787885652
48215020102,Texas,Hidalgo,7150,2759.38,0,2300,1170,118,737,48215020102,+26.1682870,-098.3504156,13.182050467536
48215020201,Texas,Hidalgo,7364,764.81,0,2596,450,22,623,48215020201,+26.2376537,-098.3848948,3.619113969532
48215020202,Texas,Hidalgo,7190,581.47,1,2629,418,156,543,48215020202,+26.2334689,-098.3585402,2.83682459919
48215020204,Texas,Hidalgo,7836,1886.75,1,2834,739,125,886,48215020204,+26.2362175,-098.3347339,1.97121287284
48215020205,Texas,Hidalgo,5317,1506.27,1,1672,644,113,362,48215020205,+26.2213033,-098.3367486,1.194407695306
48215020501,Texas,Hidalgo,5232,1011.37,1,1568,889,237,433,48215020501,+26.2013036,-098.2624852,1.939877606724
48215020503,Texas,Hidalgo,11541,7156.3,1,4152,811,173,1063,48215020503,+26.1593504,-098.2665999,7.088596811678
48215020504,Texas,Hidalgo,7740,3974.12,1,2465,815,287,629,48215020504,+26.1797249,-098.2580848,4.281252258494
48215020726,Texas,Hidalgo,6289,208.06,1,2076,609,184,536,48215020726,+26.2283773,-098.2627281,1.522166208188
48215021000,Texas,Hidalgo,6520,605.24,1,1960,997,156,794,48215021000,+26.2093708,-098.2180347,2.009447009492
48215021302,Texas,Hidalgo,15668,1288.2,1,6657,828,221,2118,48215021302,+26.1331259,-098.1726765,9.00907626782
48215021303,Texas,Hidalgo,9598,2813.24,1,3818,583,162,1048,48215021303,+26.0960511,-098.1798672,14.68454400662
48215021305,Texas,Hidalgo,7279,479.36,0,2658,397,33,463,48215021305,+26.1246025,-098.2665871,15.050881059138
48215021404,Texas,Hidalgo,7674,1538.93,0,2024,1506,114,575,48215021404,+26.1661181,-098.1938256,5.095653732176
48215021701,Texas,Hidalgo,9945,4163.71,0,3356,883,75,681,48215021701,+26.2274197,-098.1890894,3.74990177491
48215021702,Texas,Hidalgo,10416,2258.6,0,3666,922,84,931,48215021702,+26.2250278,-098.1706730,3.183446897486
48215021805,Texas,Hidalgo,8727,680.59,0,3150,494,82,939,48215021805,+26.2143373,-098.1470265,2.066986246144
48215021806,Texas,Hidalgo,8585,3630.36,0,3349,428,154,808,48215021806,+26.2322865,-098.1439612,3.099516044726
48215021901,Texas,Hidalgo,8748,5102.03,1,3199,1025,195,804,48215021901,+26.2219988,-098.0956061,7.487072994676
48215021903,Texas,Hidalgo,4828,724.75,0,1605,628,166,429,48215021903,+26.1849991,-098.1077736,1.784636417278
48215021904,Texas,Hidalgo,4439,633.79,0,1187,955,53,469,48215021904,+26.1955087,-098.1090896,2.502513163164
48215022001,Texas,Hidalgo,11227,4165.46,1,3731,1009,258,641,48215022001,+26.1646423,-098.1523006,7.249212540964
48215022003,Texas,Hidalgo,6734,3331.01,1,2388,851,173,827,48215022003,+26.1687136,-098.1250841,3.075492006082
48215022004,Texas,Hidalgo,8890,5993.92,0,3492,729,11,1054,48215022004,+26.1574365,-098.1065275,4.832635644348
48215022103,Texas,Hidalgo,5522,503.59,1,1729,1003,216,462,48215022103,+26.1779971,-098.0621831,1.928286438582
48215022104,Texas,Hidalgo,9739,6765.38,1,4133,445,152,1287,48215022104,+26.2091761,-098.0695963,9.698152121118
48215022201,Texas,Hidalgo,6683,3646.89,0,2482,611,33,626,48215022201,+26.1999897,-098.0265091,7.002673286496
48215022203,Texas,Hidalgo,4376,1407.85,1,1480,551,147,400,48215022203,+26.1604462,-098.0332534,1.311351427372
48215022300,Texas,Hidalgo,10226,837.41,1,2927,1570,236,689,48215022300,+26.1400513,-098.0027750,4.455547195538
48215022402,Texas,Hidalgo,6084,2384.77,0,2189,390,39,541,48215022402,+26.2039082,-098.0041940,4.8787269567
48215022501,Texas,Hidalgo,6635,2860.42,1,2479,380,182,876,48215022501,+26.2065319,-097.9754163,5.999647472244
48215022701,Texas,Hidalgo,5225,571.51,1,1210,1479,135,462,48215022701,+26.1489354,-097.9754743,2.127667966974
48215022702,Texas,Hidalgo,5474,2282.78,0,1458,1328,138,509,48215022702,+26.1274699,-097.9759672,3.477606428226
48215022800,Texas,Hidalgo,9129,2457.03,0,3336,725,91,937,48215022800,+26.0934879,-098.0046247,73.004360755408
48215022900,Texas,Hidalgo,4479,1006.83,1,1322,893,178,645,48215022900,+26.1414946,-097.9374376,5.26182122212
48215023000,Texas,Hidalgo,5262,853.36,1,1768,617,238,527,48215023000,+26.1419992,-097.8916730,4.10955192689
48215023504,Texas,Hidalgo,8256,3622.36,1,2833,407,120,859,48215023504,+26.3279688,-098.2187028,8.675267536598
48215023507,Texas,Hidalgo,8381,6120.24,0,3265,454,96,794,48215023507,+26.3103196,-098.0793739,10.656573115718
48215023511,Texas,Hidalgo,9101,6635.83,1,3966,389,183,989,48215023511,+26.3791517,-098.0923240,19.526231040154
48215023514,Texas,Hidalgo,8135,6570.13,1,3495,352,221,1101,48215023514,+26.2480524,-098.0790383,8.087781683234
48215023515,Texas,Hidalgo,10359,7660.82,1,4293,498,153,863,48215023515,+26.2758125,-098.0775554,12.727617293882
48215023600,Texas,Hidalgo,9016,2083.38,0,3059,977,191,927,48215023600,+26.3153342,-098.1377780,6.724724634328
48215023801,Texas,Hidalgo,8809,1294.13,0,3246,512,0,615,48215023801,+26.2585424,-098.1479784,6.216105905994
48215023904,Texas,Hidalgo,8169,156.52,1,2425,396,224,577,48215023904,+26.2988677,-098.1964398,2.14553213431
48215024000,Texas,Hidalgo,15955,2366.82,0,4694,551,136,1166,48215024000,+26.3214899,-098.1751312,4.9889011624
48215024105,Texas,Hidalgo,9176,5149.89,1,3210,673,202,1071,48215024105,+26.3036952,-098.2741850,8.415605061252
48215024106,Texas,Hidalgo,10305,2436.74,0,3512,750,116,724,48215024106,+26.2632802,-098.2898432,10.013496296394
48215024107,Texas,Hidalgo,4203,1966.41,0,1567,313,50,438,48215024107,+26.2693116,-098.3656610,3.735973917464
48215024108,Texas,Hidalgo,5699,4542.69,1,2368,217,154,883,48215024108,+26.2811117,-098.3931791,6.54033042727
48215024109,Texas,Hidalgo,5889,1147.47,0,2178,340,85,665,48215024109,+26.2689657,-098.3267412,3.581616515496
48215024110,Texas,Hidalgo,9893,4879.68,1,3930,429,184,809,48215024110,+26.2672325,-098.3460228,3.673680606886
48215024112,Texas,Hidalgo,12663,11182.99,1,5912,330,236,1753,48215024112,+26.4004565,-098.3135702,77.580176021232
48215024113,Texas,Hidalgo,6171,2324.06,0,2561,269,96,626,48215024113,+26.3049714,-098.3319137,5.171707718034
48215024114,Texas,Hidalgo,8814,5424.04,0,3800,382,76,1060,48215024114,+26.3109280,-098.3820814,7.459640061474
48215024204,Texas,Hidalgo,4518,3120.43,0,1599,478,49,614,48215024204,+26.2033689,-098.4272989,15.840624514692
48215024205,Texas,Hidalgo,7845,3124.45,1,2775,675,211,841,48215024205,+26.2367304,-098.4474190,5.638919709582
48215024402,Texas,Hidalgo,8668,5442.48,0,3138,550,57,911,48215024402,+26.2620592,-098.0061001,16.128186720558
48215024404,Texas,Hidalgo,4044,1891.29,0,1433,298,46,202,48215024404,+26.3329723,-098.0079883,15.567627620674
48219950400,Texas,Hockley,4943,1391.94,1,1583,518,231,488,48219950400,+33.5889072,-102.3953070,4.900269903892
48223950402,Texas,Hopkins,3759,881.28,0,931,642,76,225,48223950402,+33.1386200,-095.6198637,5.21391368596
48223950600,Texas,Hopkins,3856,172.11,0,958,725,151,376,48223950600,+33.1225008,-095.5776175,5.356397679224
48225950400,Texas,Houston,3138,894.43,1,894,451,191,398,48225950400,+31.3074972,-095.4566340,2.638714118582
48227950300,Texas,Howard,2242,590.89,0,365,465,78,64,48227950300,+32.2593850,-101.5002211,3.966845924976
48227950400,Texas,Howard,3343,597.35,0,824,549,309,239,48227950400,+32.2426539,-101.4932427,3.129207288526
48227950700,Texas,Howard,3335,743.49,0,1037,381,59,248,48227950700,+32.2442039,-101.4568075,0.95003872018
48227950802,Texas,Howard,6703,2221.37,0,681,272,67,117,48227950802,+32.2075076,-101.5211115,8.804661513756
48229950300,Texas,Hudspeth,3476,1053.21,1,1047,472,52,250,48229950300,+31.4508678,-105.3775489,4570.812314023718
48231960500,Texas,Hunt,3955,952.83,1,996,486,241,437,48231960500,+33.2441359,-095.8858030,10.473780845858
48231960800,Texas,Hunt,3649,990.8,0,1237,251,79,360,48231960800,+33.1513543,-096.1417668,5.65858156783
48231960900,Texas,Hunt,5166,623.93,1,1461,805,304,583,48231960900,+33.1317636,-096.1239084,2.060068070508
48231961000,Texas,Hunt,4200,523.05,1,1129,434,235,410,48231961000,+33.1330841,-096.0858691,3.406281419664
48241950200,Texas,Jasper,3475,1618.52,1,910,591,123,236,48241950200,+30.9308882,-094.0058570,5.08200193766
48245000304,Texas,Jefferson,6357,166.19,0,1601,861,42,438,48245000304,+30.0713755,-094.1872305,1.970852639674
48245000700,Texas,Jefferson,2975,316.39,1,849,420,313,555,48245000700,+30.1193790,-094.0967580,3.9138487922519998
48245001100,Texas,Jefferson,2724,425.91,1,646,247,112,213,48245001100,+30.0905937,-094.1251021,0.915186450946
48245001200,Texas,Jefferson,2396,332.53,1,621,204,177,258,48245001200,+30.0776620,-094.1231277,1.703967354214
48245001700,Texas,Jefferson,1923,670.66,1,437,324,127,193,48245001700,+30.0696651,-094.0862299,1.351003330568
48245002200,Texas,Jefferson,2574,1134.42,1,717,444,252,347,48245002200,+30.0380924,-094.1249860,4.333855181076
48245002300,Texas,Jefferson,3475,1017.0,1,823,737,217,292,48245002300,+30.0444989,-094.1059214,1.370787197048
48245002600,Texas,Jefferson,6671,652.65,1,1129,262,340,585,48245002600,+30.0388487,-094.0760117,1.941985723644
48245005100,Texas,Jefferson,1043,756.46,0,173,255,68,124,48245005100,+29.9000079,-093.8944195,3.867742421922
48245005900,Texas,Jefferson,1895,1137.29,1,734,180,322,360,48245005900,+29.8726253,-093.9525148,0.383579595634
48245006600,Texas,Jefferson,3897,1064.46,1,1180,360,154,409,48245006600,+29.9533778,-093.8856381,8.73751142612
48245007100,Texas,Jefferson,3525,1072.04,0,742,598,29,248,48245007100,+29.9115605,-094.0281336,5.63432084866
48245010100,Texas,Jefferson,3186,475.1,1,1084,207,99,294,48245010100,+29.9147739,-093.8980477,0.49612562592
48245011700,Texas,Jefferson,1664,660.35,1,373,302,210,172,48245011700,+30.0855995,-094.1031176,1.784929082594
48247950400,Texas,Jim Hogg,3037,1209.63,1,889,450,101,344,48247950400,+27.0412118,-098.7001270,1115.0169966589
48249950400,Texas,Jim Wells,3770,272.64,0,1020,503,64,206,48249950400,+27.7686148,-098.0762575,2.654178661988
48249950500,Texas,Jim Wells,6213,1077.15,1,1943,676,286,340,48249950500,+27.7316747,-098.0916492,7.211735164232
48249950600,Texas,Jim Wells,4080,690.2,1,1108,674,232,325,48249950600,+27.7384352,-098.0713436,1.039026736936
48249950700,Texas,Jim Wells,3647,2001.54,1,967,640,119,313,48249950700,+27.3599123,-098.1458203,149.73725138172
48251130303,Texas,Johnson,4091,1923.39,0,1178,400,28,178,48251130303,+32.3664413,-097.3246657,11.27401044563
48251130304,Texas,Johnson,5338,2186.99,0,1289,847,69,338,48251130304,+32.3961674,-097.3524453,11.076419272212
48251130700,Texas,Johnson,4404,240.91,0,1358,497,57,117,48251130700,+32.3587783,-097.4036242,1.064166996462
48253020400,Texas,Jones,3497,1459.97,0,831,763,75,151,48253020400,+32.9055380,-099.7880548,136.237307693504
48255970200,Texas,Karnes,3899,226.38,0,976,632,100,325,48255970200,+28.8454832,-097.9609816,140.609868441774
48257050300,Texas,Kaufman,3890,577.35,1,1150,406,144,264,48257050300,+32.7477945,-096.3116838,5.023012501896
48257050400,Texas,Kaufman,7306,3533.84,0,2022,842,46,265,48257050400,+32.7675660,-096.2692042,10.319783677056
48257050500,Texas,Kaufman,4882,1859.19,1,1320,751,288,588,48257050500,+32.7230525,-096.2917314,8.165461544614
48257051100,Texas,Kaufman,4938,219.41,0,1453,649,87,180,48257051100,+32.5754084,-096.3058284,9.187691686244
48265960600,Texas,Kerr,7512,2585.96,1,1711,1168,187,657,48265960600,+30.0333766,-099.1236764,3.933575129534
48271950100,Texas,Kinney,3598,885.27,0,724,874,84,146,48271950100,+29.3470865,-100.4177003,1360.057728260784
48273020200,Texas,Kleberg,5968,1498.59,1,1704,874,283,631,48273020200,+27.5245383,-097.8385055,5.037719513178
48273020300,Texas,Kleberg,7271,3045.61,1,1202,581,172,477,48273020300,+27.5288503,-097.8802121,2.373338878044
48273020400,Texas,Kleberg,6547,299.74,1,1814,758,310,460,48273020400,+27.4951279,-097.8753333,5.620769826766
48277000401,Texas,Lamar,3368,432.8,1,744,704,136,231,48277000401,+33.6697463,-095.5218731,1.234022918812
48277000500,Texas,Lamar,4115,891.71,1,1104,715,273,609,48277000500,+33.6977390,-095.5397350,7.810577821824
48277000700,Texas,Lamar,3020,1276.48,1,745,482,135,281,48277000700,+33.6621290,-095.6049728,17.200464175632
48281950400,Texas,Lampasas,3674,424.48,1,1052,568,175,191,48281950400,+31.0693301,-098.1601737,10.615012324234
48283950300,Texas,La Salle,6886,1160.33,1,1494,857,219,482,48283950300,+28.3510976,-099.0967743,1486.690377660266
48287000400,Texas,Lee,6052,817.87,0,1859,824,55,266,48287000400,+30.1822497,-096.9284311,27.822329810366
48291700200,Texas,Liberty,3042,600.01,1,670,390,147,280,48291700200,+30.3583469,-095.0617437,6.29008034648
48293970400,Texas,Limestone,2182,292.15,0,559,250,67,86,48293970400,+31.6666747,-096.4850957,1.483179558738
48299970200,Texas,Llano,3524,615.01,1,838,751,176,184,48299970200,+30.7497840,-098.6753368,12.13792525369
48299970500,Texas,Llano,6030,1584.11,0,1228,1575,71,458,48299970500,+30.6659258,-098.4535048,9.043243206004
48303000302,Texas,Lubbock,7258,2320.72,1,2007,668,331,693,48303000302,+33.6094916,-101.8885692,1.710681281892
48303000405,Texas,Lubbock,10654,2441.15,0,2216,604,8,316,48303000405,+33.6021603,-101.9207239,4.027623013
48303000607,Texas,Lubbock,2160,617.64,1,281,111,172,196,48303000607,+33.5811195,-101.8629158,0.40943221335
48303000900,Texas,Lubbock,5096,369.9,1,1755,569,200,634,48303000900,+33.6041524,-101.8199757,4.098674275244
48303001000,Texas,Lubbock,3311,910.12,1,1010,427,136,351,48303001000,+33.5882460,-101.8084207,3.570712222812
48303001200,Texas,Lubbock,2769,1918.13,1,968,305,123,434,48303001200,+33.5665748,-101.8103223,4.154174121132
48303001300,Texas,Lubbock,3254,1707.29,1,1071,254,198,379,48303001300,+33.5705279,-101.8457793,1.107029337788
48303001602,Texas,Lubbock,3126,343.42,0,654,351,53,229,48303001602,+33.5700712,-101.8953458,0.94578966767
48303001706,Texas,Lubbock,5251,572.75,0,1331,354,27,425,48303001706,+33.5603993,-101.9521039,3.590654777214
48303001708,Texas,Lubbock,2406,803.05,1,422,268,213,218,48303001708,+33.5424891,-101.9285479,0.56097724835
48303001709,Texas,Lubbock,4209,391.61,0,1121,416,112,370,48303001709,+33.5543705,-101.9290221,0.653690763304
48303001801,Texas,Lubbock,5446,1482.16,0,1491,586,55,411,48303001801,+33.5560112,-101.9137690,1.000619240486
48303002400,Texas,Lubbock,6743,569.27,1,2277,545,328,661,48303002400,+33.5513287,-101.8453572,1.654377185538
48303010600,Texas,Lubbock,6058,1563.84,1,1772,937,131,425,48303010600,+33.4356717,-101.6469686,3.721620575614
48307950300,Texas,McCulloch,5476,1528.25,0,1457,980,157,424,48307950300,+31.1224271,-099.3416009,11.223702899438
48309000100,Texas,McLennan,2133,1509.93,0,242,52,80,63,48309000100,+31.5544609,-097.1335070,1.127351816558
48309000200,Texas,McLennan,3579,3199.11,0,92,49,26,55,48309000200,+31.5470174,-097.0990524,1.186612295926
48309000400,Texas,McLennan,5398,4580.2,1,732,198,290,381,48309000400,+31.5429920,-097.1268068,0.841542513772
48309000598,Texas,McLennan,5593,397.97,1,1916,427,175,455,48309000598,+31.5322086,-097.1410939,1.657786080096
48309000700,Texas,McLennan,3172,2012.13,1,899,211,195,329,48309000700,+31.5450122,-097.1508287,0.993211487514
48309000800,Texas,McLennan,2977,1640.09,0,959,195,26,253,48309000800,+31.5423999,-097.1624510,0.48196533507
48309000900,Texas,McLennan,4994,2585.43,0,1588,448,70,427,48309000900,+31.5576062,-097.1723604,0.960536061356
48309001000,Texas,McLennan,2937,2112.66,1,945,230,168,352,48309001000,+31.5561915,-097.1574270,0.496551110324
48309001100,Texas,McLennan,5979,1866.34,1,2134,358,229,496,48309001100,+31.5685520,-097.1686817,1.132141025766
48309001200,Texas,McLennan,3342,2216.29,1,1171,247,224,375,48309001200,+31.5615884,-097.1474667,0.621328465868
48309001300,Texas,McLennan,2268,628.71,0,843,213,49,146,48309001300,+31.5737769,-097.1566439,1.821109542708
48309001400,Texas,McLennan,7399,3998.88,1,2290,1007,621,1265,48309001400,+31.5920111,-097.1315553,5.21186541485
48309001500,Texas,McLennan,2838,1942.97,1,829,353,194,281,48309001500,+31.5661702,-097.1162292,1.998841173654
48309001600,Texas,McLennan,6007,806.65,0,1824,537,111,551,48309001600,+31.5991114,-097.1029561,3.451215970424
48309001700,Texas,McLennan,5399,1304.36,1,1528,593,142,432,48309001700,+31.6135151,-097.0713133,8.778627814202
48309002100,Texas,McLennan,4337,1375.96,1,1242,508,239,568,48309002100,+31.5136643,-097.1248575,3.142855608124
48309002498,Texas,McLennan,4718,448.82,0,1189,631,63,286,48309002498,+31.5346195,-097.1729607,1.36227017303
48309002501,Texas,McLennan,4651,449.17,1,1051,784,172,342,48309002501,+31.5288572,-097.2126252,1.954632108552
48309002700,Texas,McLennan,3964,1932.69,0,1193,385,67,334,48309002700,+31.5461049,-097.1815429,1.0635951794
48309003200,Texas,McLennan,4514,2311.74,0,1195,534,90,476,48309003200,+31.6464292,-097.1001181,4.94026968499
48313000400,Texas,Madison,4932,363.65,1,1528,697,242,519,48313000400,+30.9516311,-095.9036697,14.25947080125
48321730302,Texas,Matagorda,4617,2259.99,1,1310,435,121,418,48321730302,+28.9552909,-095.9597813,1.494970727716
48321730600,Texas,Matagorda,5749,886.81,0,1714,772,114,351,48321730600,+28.6605822,-096.1871057,172.489625636826
48323950201,Texas,Maverick,7083,5594.29,0,2749,478,59,777,48323950201,+28.4689994,-100.2508236,452.80352398495
48323950204,Texas,Maverick,4219,2557.38,0,1524,361,86,502,48323950204,+28.6805571,-100.4985677,2.006085219378
48323950205,Texas,Maverick,8704,5285.88,1,3116,672,93,882,48323950205,+28.6783873,-100.4732435,5.310878956138
48323950602,Texas,Maverick,5394,323.94,0,1771,582,127,531,48323950602,+28.6964362,-100.4814394,1.529843846458
48329000100,Texas,Midland,5388,663.17,0,1627,551,13,249,48329000100,+32.0343329,-102.0714504,2.616290086626
48329001100,Texas,Midland,5130,920.59,0,1622,378,99,329,48329001100,+31.9893685,-102.0990936,1.6155156331359999
48329001500,Texas,Midland,4262,461.2,0,1437,385,52,353,48329001500,+31.9909654,-102.0562672,2.405601947266
48329001700,Texas,Midland,4164,734.47,1,1353,452,152,361,48329001700,+32.0133714,-102.0609412,1.341519507142
48331950402,Texas,Milam,3736,553.06,0,1031,658,117,337,48331950402,+30.8369349,-097.0304781,59.85941237346
48331950700,Texas,Milam,5915,696.9,1,1701,1002,337,621,48331950700,+30.6563503,-097.0058132,7.65517485564
48337950500,Texas,Montague,5412,1180.35,1,1311,1054,181,313,48337950500,+33.5609483,-097.8438450,7.5951402417619995
48339692200,Texas,Montgomery,8978,3860.6,1,2710,750,117,211,48339692200,+30.2189104,-095.3650345,41.578617041136
48339692400,Texas,Montgomery,8609,909.48,1,2059,1073,304,385,48339692400,+30.0802516,-095.2293937,6.577482320016
48339693101,Texas,Montgomery,6175,804.05,0,2046,423,262,431,48339693101,+30.3081116,-095.4420817,1.776881172506
48339693102,Texas,Montgomery,4189,474.32,0,1278,351,40,170,48339693102,+30.2977923,-095.4169008,5.35788146921
48339693800,Texas,Montgomery,3728,946.11,0,1102,322,53,218,48339693800,+30.3637768,-095.4738342,5.247701085878
48339693900,Texas,Montgomery,11162,2771.73,1,3214,613,138,397,48339693900,+30.3471587,-095.4304233,15.578499866892
