GEOID,ALAND,INTPTLAT,INTPTLON
48439106400,5801383,+32.6937042,-097.2342617
48201314300,1507315,+29.6837629,-095.4194458
48201320200,3989246,+29.6958170,-095.2671816
48113011103,2182681,+32.6682275,-096.8310467
48113011101,4934915,+32.6581693,-096.8479962
48113011104,1965158,+32.6518263,-096.8352632
48201254000,2566652,+29.7343474,-094.9429906
48201254100,3198456,+29.7467229,-094.9542185
48201253800,7547416,+29.7664280,-094.9479552
48201253900,4398836,+29.7529642,-094.9334749
48241950400,349469475,+30.8813617,-094.0338308
48241950800,23924726,+30.4353177,-093.9686220
48241950300,16752106,+30.9038627,-093.9975394
48241950600,15387770,+30.6592674,-093.8979192
48241950700,708885373,+30.4219991,-094.0014807
48241950100,713129293,+31.0164942,-094.0724856
48241950200,13162330,+30.9308882,-094.0058570
48243950100,5865089584,+30.6219570,-104.1913042
48367140407,172670447,+32.8321704,-097.6476410
48367140405,61999107,+32.9484093,-097.5805151
48367140601,280873028,+32.7205108,-097.9534660
48367140200,11467361,+32.7407258,-097.7918109
48367140602,459887887,+32.6246670,-097.8661148
48367140300,18531573,+32.7525071,-097.8300772
48367140403,59053557,+32.9753319,-097.6737994
48241950500,590910434,+30.7019919,-093.9976901
48201254300,3017978,+29.7418815,-094.9747730
48201254400,2751954,+29.7264985,-094.9771664
48201254500,4925465,+29.7308051,-094.9976559
48201254600,4973808,+29.7151396,-095.0110863
48201310200,1868844,+29.7434758,-095.3511184
48201310300,2249116,+29.7364559,-095.3359747
48201310100,3330411,+29.7547757,-095.3429694
48113010102,1779572,+32.7830984,-096.8346820
48113010101,2704425,+32.7878258,-096.8488369
48201310500,3008631,+29.7465598,-095.3167847
48287000100,537168437,+30.4198355,-097.0839664
48287000300,408016971,+30.0945097,-096.9859277
48287000400,72059533,+30.1822497,-096.9284311
48287000200,611911538,+30.3103488,-096.9016298
48113010500,4948643,+32.7768468,-096.8875949
48113010601,6861821,+32.7874552,-096.8979923
48113020100,12877881,+32.8211903,-096.9125532
48113020200,25411217,+32.6855277,-096.7107028
48113010602,2781714,+32.7740423,-096.9156261
48113014128,1125073,+32.9342794,-096.9594948
48201251000,7741720,+30.0349289,-095.1889174
48201250800,6938373,+30.0152043,-095.1614354
48113016522,18473254,+32.6016896,-096.9814312
48113018136,6180008,+32.8803376,-096.5665035
48113017606,4135632,+32.7571136,-096.6290217
48113000606,1058455,+32.8159774,-096.8010194
48201251200,3462457,+30.0577974,-095.2234590
48201251100,10504777,+30.0354861,-095.2365210
48293970800,682300244,+31.3661492,-096.5237812
48293970600,431766252,+31.5326353,-096.6122430
48293970200,278480911,+31.6642822,-096.4928714
48293970400,3841419,+31.6666747,-096.4850957
48293970700,311792432,+31.5334753,-096.3711473
48293970100,622426294,+31.6972301,-096.7453852
48293970300,10906683,+31.6871063,-096.5042489
48293970500,3171308,+31.6805172,-096.4668369
48201251300,6535819,+30.0542151,-095.1976783
48127950400,2318646953,+28.4011728,-099.6500045
48227950802,22803978,+32.2075076,-101.5211115
48121020204,179911102,+33.3840396,-097.2455020
48121020205,64851150,+33.3225703,-097.0791184
48121020115,20561416,+33.1496750,-096.9806868
48121021405,29232317,+33.2038019,-097.0583956
48121021515,27220675,+33.1189180,-096.9267923
48121021527,3727177,+33.1598889,-096.8774678
48121020114,8331765,+33.1676919,-096.9342198
48121020506,22634092,+33.2537910,-097.0711685
48121020504,11949582,+33.2744792,-097.1186482
48121020308,119366927,+33.0439289,-097.3331914
48121021304,9532182,+33.1732652,-097.1345969
48121021718,11537672,+33.0973131,-097.1217346
48121021619,10476205,+33.0297896,-096.9646371
48121021623,4412572,+33.0231171,-096.9287999
48121021625,19075995,+33.0561450,-096.8817843
48121021622,4310621,+33.0070830,-096.9267193
48121021720,1954320,+33.0657868,-097.0525080
48091310100,3447937,+29.6982802,-098.1235230
48121021513,3807953,+33.0903134,-097.0416326
48135000800,13583435,+31.8878100,-102.4142903
48113017304,5915835,+32.7504476,-096.5601795
48113018104,46457983,+32.8005250,-096.5475766
48113016803,4669680,+32.5960911,-096.7639874
48113007812,2843536,+32.8883641,-096.7495638
48113009803,1452598,+32.8759700,-096.8751948
48113017604,1471238,+32.7430280,-096.6175340
48113006100,2555319,+32.6985450,-096.8485670
48113013717,1377396,+32.9590524,-096.9017557
48121021636,1083968,+32.9924273,-096.8494487
48113003101,943801,+32.7798456,-096.7992715
48113003400,2254656,+32.7589154,-096.7809363
48085030519,27321062,+33.2037285,-096.8088805
48163950100,1426600864,+28.8732381,-098.9368440
48163950300,542645641,+28.7244583,-099.2685984
48163950200,966507004,+28.9552100,-099.2485638
48233950500,703032364,+35.7150660,-101.2730405
48233951000,61177183,+35.6772592,-101.4161912
48233950200,1507800012,+35.9005450,-101.3891272
48233950700,2619993,+35.6733192,-101.3831776
48113007809,2086128,+32.8599361,-096.7400862
48197950100,1800337387,+34.2899036,-099.7456973
48403950300,546844585,+31.2806236,-093.7858765
48113009900,23368816,+32.8842740,-096.9082058
48113009201,3015466,+32.7419837,-096.6725100
48113018132,4069970,+32.8361747,-096.5761895
48113019206,3089716,+32.9742538,-096.7501012
48113010000,31399006,+32.8114428,-096.8620144
48113019033,1394494,+32.9129000,-096.6916931
48113009804,1035640,+32.8701843,-096.8716044
48113001504,613166,+32.8003476,-096.7737127
48113009103,1225978,+32.7406358,-096.7044158
48113014308,1076264,+32.8436057,-096.9549971
48113013618,1447484,+32.9825622,-096.7764651
48113016516,2577418,+32.6543642,-096.8999549
48171950400,76275958,+30.2675065,-098.8228553
48171950300,439847324,+30.4003463,-098.9465122
48171950500,226026923,+30.2228535,-098.9562171
48171950200,1033197406,+30.3509787,-099.1649354
48171950100,965408490,+30.3169228,-098.6940094
48345950100,2562949310,+34.0578993,-100.7931519
48347951100,657938440,+31.4743456,-094.4145311
48347950301,445634172,+31.5691040,-094.7417104
48233950600,7283939,+35.6864455,-101.4013863
48347950302,149398948,+31.5181949,-094.5829292
48347950800,6081943,+31.5876226,-094.6696154
48347950600,2389889,+31.6243270,-094.6497183
48347950700,17476691,+31.6258415,-094.6634797
48347951000,20699520,+31.6138483,-094.6244670
48347950200,576740953,+31.7344514,-094.8202713
48347950100,228494772,+31.7952355,-094.5285605
48347950400,324826397,+31.6884059,-094.5829067
48347950900,7033867,+31.5900890,-094.6418594
48283950300,3850511983,+28.3510976,-099.0967743
48343950300,8951430,+33.0304876,-094.7258803
48343950200,292275850,+33.0054742,-094.7264609
48343950100,351410427,+33.2061457,-094.7320196
48113006800,1635837,+32.7538805,-096.8647454
48113006700,2713903,+32.7442399,-096.8867340
48113006900,1590536,+32.7622681,-096.8663762
48233950900,11316197,+35.6464995,-101.3962480
48233950800,5174329,+35.6659055,-101.4058660
48057000500,732697542,+28.3565829,-096.6393939
48221160301,281263467,+32.3356181,-097.8758475
48221160204,103065620,+32.4291697,-097.6636130
48057990000,0,+28.1914945,-096.6144036
48113016618,4288529,+32.6021911,-096.8653427
48113016703,32651273,+32.6298669,-096.7788431
48113017702,5265555,+32.7760763,-096.5822028
48113019032,1280709,+32.9203476,-096.6918455
48113013712,825954,+32.9425882,-096.8782347
48113014603,1163570,+32.8223203,-096.9464697
48113016619,2371932,+32.6115464,-096.8490569
48113009701,2545829,+32.8879437,-096.8771563
48113018130,2994155,+32.8361978,-096.6257805
48113000202,1571513,+32.8318688,-096.7662373
48113000201,1762502,+32.8327403,-096.7571634
48113000404,991699,+32.8195840,-096.8283003
48113000300,1809161,+32.8301654,-096.7761239
48113000401,2032889,+32.8113683,-096.8294337
48113000100,3064914,+32.8166094,-096.7365761
48113000405,438324,+32.8134620,-096.8205415
48113001001,646814,+32.8211827,-096.7765484
48113001002,809001,+32.8155628,-096.7754602
48113000701,886431,+32.8106927,-096.7954420
48113000800,1445940,+32.8078413,-096.7854020
48113000900,964456,+32.8137254,-096.7811347
48113000702,830816,+32.8227297,-096.7886120
48113000603,1014377,+32.8189872,-096.8101799
48113000500,1496001,+32.8059309,-096.8122943
48113000601,1440867,+32.8265057,-096.8225476
48355002706,1426164,+27.7127573,-097.3258588
48029121906,6440156,+29.6138530,-098.4501394
48113001204,560060,+32.7987177,-096.7483978
48113001102,878249,+32.8179521,-096.7573709
48113001301,1058163,+32.8060919,-096.7527967
48201554902,12565169,+30.0975632,-095.5205480
48201555301,6332093,+30.1234693,-095.5170643
48201252302,7681093,+29.8000825,-095.1341401
48201350802,14726342,+29.5142634,-095.1490270
48201343302,4514286,+29.6705861,-095.0618739
48201421401,285623,+29.7144430,-095.4925110
48113001503,623787,+32.8029110,-096.7769554
48113001302,670843,+32.8003388,-096.7628648
48201452202,1500291,+29.7227038,-095.5647419
48113001502,1044743,+32.7935764,-096.7692063
48201410402,726731,+29.7474979,-095.3987171
48201432001,1440819,+29.7346882,-095.4789005
48201433001,1275540,+29.7157633,-095.5485575
48113001101,1293442,+32.8156844,-096.7659906
48201431302,1332429,+29.7436541,-095.4903777
48201321402,1975323,+29.6566166,-095.2197720
48113001400,1027418,+32.8076818,-096.7617429
48113001701,611076,+32.7899323,-096.7951677
48113001600,1253576,+32.7979322,-096.7890499
48201251502,5441804,+30.0624700,-095.1714930
48201542302,4444466,+29.8095309,-095.7436773
48201520602,1347245,+29.8068874,-095.4929332
48201452802,1298559,+29.6972238,-095.6012641
48439110903,2007905,+32.6882591,-097.4181191
48439110901,6456771,+32.7044170,-097.4569934
48491020108,15377580,+30.6801441,-097.6803044
48491020106,10469140,+30.7141163,-097.6805146
48491020112,77565109,+30.6551804,-097.7900856
48491020204,208180129,+30.7921376,-097.8236072
48491020805,77250067,+30.5814229,-097.5382563
48491020803,64523448,+30.6258252,-097.6152758
48491020604,33629528,+30.5952300,-097.7261696
48491020508,4977331,+30.4888626,-097.7799701
48491020409,4856588,+30.4700213,-097.7634028
48491020411,10455881,+30.4662613,-097.7378737
48491020107,14685517,+30.7262718,-097.7208429
48491020201,166681155,+30.8351739,-097.7492396
48491020105,12585946,+30.7113762,-097.7462890
48491020809,43660324,+30.5228193,-097.5223562
48491020706,3082861,+30.5133553,-097.6181665
48491020605,16783631,+30.5766924,-097.7326930
48201554403,10742321,+30.0018594,-095.7164287
48201554402,14145818,+29.9927680,-095.6832165
48201543001,108638408,+29.9394143,-095.7715335
48201555303,20968320,+30.1347668,-095.5688014
48201555302,19276100,+30.1431850,-095.5264695
48201554302,5915538,+29.9743210,-095.6143116
48201554502,4622432,+29.9897522,-095.6389888
48201554301,5478520,+29.9890785,-095.5943404
48201554802,33473429,+30.0673541,-095.5727725
48201555701,10687429,+30.0099670,-095.7403630
48491021505,3676495,+30.5267667,-097.6600794
48201541003,7227492,+29.9256237,-095.6747697
48491020509,4477736,+30.5117628,-097.7547510
48201555501,41029647,+30.0739446,-095.6671513
48201555402,14045915,+30.0925351,-095.6216455
48201552301,4274319,+29.9575435,-095.6140603
48201324100,18734606,+29.7313641,-095.1790857
48201556000,132691924,+30.0775822,-095.8514753
48201334100,27546303,+29.6545097,-095.4137206
48201343700,40342501,+29.6374126,-095.0618101
48201422401,829158,+29.6613639,-095.5048110
48201334002,1327167,+29.6084085,-095.2143178
48201251401,1204615,+30.0808867,-095.1912502
48201550602,1122679,+29.9441280,-095.4594405
48201452801,1601238,+29.6961359,-095.6094894
48113012209,1765091,+32.8127017,-096.7039329
48113016620,5252428,+32.5928543,-096.8416911
48113016701,6742304,+32.6566462,-096.7737673
48367140502,345839262,+32.8845667,-097.9704980
48367140411,81566201,+32.8687769,-097.7127204
48367140501,273792106,+32.9058083,-097.8400256
48367140410,78533205,+32.9402071,-097.7536003
48367140704,200856958,+32.6439227,-097.6641013
48367140705,32104448,+32.7630548,-097.7013697
48113016409,6068069,+32.6813268,-096.9872695
48113009303,5125596,+32.7209387,-096.7242418
48113008603,8285826,+32.7358414,-096.7726153
48113016902,25139265,+32.6469938,-096.7003825
48113011601,10039995,+32.7048154,-096.7163225
48113009000,4334983,+32.7612709,-096.6751448
48113004600,712952,+32.7472866,-096.8434614
48113014601,1159785,+32.8332260,-096.9517685
48113011001,3329990,+32.6817052,-096.8486547
48113016202,2375503,+32.7149869,-097.0046111
48113019302,1862188,+32.8446397,-096.7804746
48113007102,2501305,+32.8431578,-096.8284897
48061010203,36363690,+26.2392001,-097.7004164
48061010302,77095113,+26.2120995,-097.8185803
48061010301,106408495,+26.2911654,-097.8105208
48061012002,65662321,+26.1144832,-097.7609706
48061012101,57630622,+26.1173244,-097.6811059
48061014200,229477093,+26.0321232,-097.3592760
48061014400,37702606,+25.9893479,-097.4806097
48309004103,82726095,+31.6271228,-097.2158927
48091310901,135431187,+29.7785170,-098.2181548
48091310902,113175611,+29.7761525,-098.0857181
48091310701,113872697,+29.7564925,-098.2997943
48091310606,99736056,+29.9028537,-098.1832136
48091310903,84326374,+29.8390914,-098.0634919
48091310603,126900786,+29.9652844,-098.2882619
48091310704,124005693,+29.7747077,-098.5079695
48029182105,37312388,+29.5999046,-098.7919544
48029182106,28684951,+29.5609203,-098.7101800
48029131615,10578012,+29.4694965,-098.3518021
48029191702,8096301,+29.5980050,-098.4944432
48113007202,887698,+32.8618882,-096.8652627
48309980000,8677822,+31.5981220,-097.2251252
48113007301,1915645,+32.8595008,-096.8137240
48113007820,602135,+32.8673726,-096.7500504
48113007201,1330032,+32.8592612,-096.8740164
48061980001,5771065,+26.2275304,-097.6544849
48113007302,3672876,+32.8593389,-096.8345017
48029121910,28557212,+29.6198790,-098.4058656
48029191809,7721030,+29.6799377,-098.4872713
48029131802,124495935,+29.4265417,-098.2824492
48029152201,82505940,+29.1993173,-098.4620192
48029162004,54514454,+29.2515215,-098.6999037
48029162003,45323494,+29.2067245,-098.6312964
48029172007,15692901,+29.4537856,-098.7286544
48029191807,27261078,+29.6111358,-098.5828345
48029182002,26043111,+29.5971405,-098.6691982
48059030200,1451473455,+32.3136928,-099.2834471
48029121809,1965081,+29.5785549,-098.3818402
48029171301,1126423,+29.4454139,-098.5673926
48029171502,2013321,+29.4271258,-098.5800479
48029180603,941194,+29.4848997,-098.5838636
48029121811,2651249,+29.5948397,-098.3930616
48029181825,2978257,+29.5485752,-098.6530224
48029181902,28209053,+29.6458028,-098.6451298
48029191811,6092834,+29.6493510,-098.5130195
48029121903,8304335,+29.6212797,-098.4316704
48029121907,40447216,+29.6547686,-098.3950710
48029131801,103028091,+29.4309467,-098.1780971
48029182003,7816625,+29.5982003,-098.6413488
48029121808,1634428,+29.5843035,-098.3897143
48113007906,1247283,+32.8602949,-096.7756820
48113007903,1227090,+32.8500530,-096.7563889
48029141403,1796666,+29.3586573,-098.4272773
48113003700,1631765,+32.7630462,-096.7615226
48113007810,2260942,+32.9066461,-096.7392022
48029182001,4382003,+29.5661590,-098.6624205
48505950302,30316499,+26.8862954,-099.2804946
48505950400,2552704676,+26.9969806,-099.1826027
48113003800,1258911,+32.7576031,-096.7559946
48113003901,1214731,+32.7599034,-096.7451821
48113016802,37114532,+32.5702404,-096.7779081
48113016704,2591897,+32.6171958,-096.7758945
48113016705,4058757,+32.6060748,-096.7872100
48453001916,13497605,+30.3014524,-097.8743958
48453001783,14574408,+30.3329212,-097.8698378
48453001918,8610738,+30.2934587,-097.8117114
48453001784,18272217,+30.3219521,-097.9334380
48453001780,48816899,+30.4479228,-097.9549974
48453002428,19862507,+30.1197974,-097.7721008
48453001775,19053702,+30.1636222,-097.8835518
48453001770,13486263,+30.1911701,-097.8925370
48453001854,128922354,+30.4053360,-097.4502620
48453002210,81423015,+30.2752461,-097.5176384
48453002207,67231723,+30.2374925,-097.5821661
48453002209,68330796,+30.3277499,-097.4799052
48453001914,13767311,+30.2570506,-097.8391550
48453002433,71017262,+30.1805496,-097.5664907
48453002429,2651074,+30.1674711,-097.7743184
48453002430,2193916,+30.1717158,-097.7550103
48453000304,1192461,+30.3093736,-097.7169144
48113018204,1757604,+32.9018420,-096.6257093
48113018206,1770058,+32.8844288,-096.6268391
48113018110,5389038,+32.8828347,-096.6009298
48113018105,3176390,+32.9196573,-096.6209196
48113018001,2656321,+32.8335679,-096.6446373
48113018203,4567488,+32.9022010,-096.6062922
48453001773,15108288,+30.3282312,-097.9763083
48453002426,14056214,+30.1446073,-097.7497450
48453002319,555239,+30.1998953,-097.6440299
48029121909,12424032,+29.5875403,-098.3352125
48259970302,234016625,+29.8179849,-098.8403611
48113010701,10087449,+32.7600537,-096.8992340
48113017703,2144523,+32.7857603,-096.6171472
48113008705,1608840,+32.6864451,-096.7791135
48113013901,1765649,+32.9315311,-096.8960363
48029151100,3463441,+29.3620775,-098.5306827
48029160100,2492066,+29.4088381,-098.5217808
48135002200,1542010195,+31.7991479,-102.6329437
48135003000,490135881,+31.9704495,-102.3207288
48135002502,5217504,+31.9090693,-102.3664060
48135000500,2880875,+31.8918823,-102.3789905
48029160600,2200795,+29.4113726,-098.5537035
48029160701,2633649,+29.4062476,-098.5739833
48029160300,1764366,+29.3912299,-098.5263991
48029160400,2835671,+29.3903429,-098.5412402
48113003902,1165009,+32.7484474,-096.7543231
48113004202,1273609,+32.7553003,-096.8502176
48113004100,2192648,+32.7524560,-096.8034005
48113004300,4600720,+32.7725364,-096.8393326
48113004400,2090133,+32.7603016,-096.8446803
48113004000,3077161,+32.7459698,-096.7664341
48245011304,163758348,+29.9830222,-094.1500241
48113004500,1990311,+32.7439348,-096.8661076
48245980000,4546184,+29.9515811,-094.0206917
48025950201,388154560,+28.3280766,-097.5615243
48025950202,850755804,+28.4270428,-097.6847383
48347950502,10386653,+31.6409972,-094.6298224
48347950501,4421749,+31.6477645,-094.6496367
48203020302,39113124,+32.6059387,-094.3517182
48203020104,340646477,+32.5992049,-094.2274636
48203020103,371319907,+32.4156519,-094.2526547
48203020604,319530880,+32.4497900,-094.4991147
48203020606,51324273,+32.5569686,-094.6665636
48203020501,7462314,+32.5342866,-094.3507919
48203020502,52855075,+32.4934079,-094.3676641
48203020605,159392054,+32.5429793,-094.5727213
48203020603,81104729,+32.4855759,-094.5876540
48203020301,14791189,+32.5291857,-094.3179082
48181000304,251638095,+33.8047507,-096.8718997
48181000303,56889985,+33.8310006,-096.6988742
48181002000,4050624,+33.6365430,-096.6056726
48073950802,293318466,+31.8499228,-095.2713820
48073950801,519300651,+31.7738902,-095.1513560
48489990000,0,+26.5064260,-097.2240134
48391950400,1518841759,+28.2955927,-097.1421478
48141010335,128902746,+31.6425284,-106.0722242
48165950300,5989941,+32.7187161,-102.6518222
48165950100,1134389168,+32.8606424,-102.4562003
48165950200,2750750460,+32.6898202,-102.7246614
48169950100,2313930843,+33.1837920,-101.3011341
48175960200,1563356303,+28.6077285,-097.4669664
48175960100,643339061,+28.7723605,-097.3189237
48179950100,2367826395,+35.3865935,-100.8129629
48179950500,1932284,+35.5449544,-100.9564088
48179950700,3506926,+35.5333942,-100.9784080
48179950300,8412597,+35.5624821,-100.9535169
48179950600,6933054,+35.5357014,-100.9435536
48141010408,5524446,+31.6425450,-106.2695275
48141010339,47344612,+31.8261423,-106.2555180
48141010347,20006626,+31.6259190,-106.2287675
48439113607,2015827,+32.8323965,-097.1598759
48439113516,2707797,+32.8617590,-097.0885568
48179950400,6988652,+35.5569419,-100.9799455
48439113612,3973030,+32.8576732,-097.1708345
48439113613,4273173,+32.8457281,-097.1769226
48323950205,13755119,+28.6783873,-100.4732435
48323950700,2103911742,+28.8977972,-100.3569903
48329010114,158046616,+31.9675395,-102.2074698
48237950500,883158911,+33.0751914,-098.0426517
48117950600,3858451891,+34.9407663,-102.6075637
48129950200,13736620,+34.9350342,-100.8933268
48129950300,2386887351,+34.9550364,-100.8158457
48281950500,18168371,+31.0451484,-098.1887183
48281950400,27492767,+31.0693301,-098.1601737
48281950100,1238572803,+31.2318851,-098.2626565
48309002100,8139962,+31.5136643,-097.1248575
48141010334,40412620,+31.6285929,-106.1812396
48141010328,2903738,+31.7717454,-106.2762389
48141010332,14287941,+31.6675812,-106.2073428
48179950800,2661763,+35.5232727,-100.9716150
48141004320,1311027,+31.7521041,-106.2849911
48141010217,1954751,+31.8706826,-106.5532735
48501950200,496485637,+33.0171394,-102.7927450
48501950100,1574749882,+33.2213881,-102.8393081
48199030502,35610133,+30.2142622,-094.2135094
48199030600,69998601,+30.2209652,-094.1405446
48199030300,678034118,+30.3716190,-094.3559935
48199030200,304306060,+30.1571280,-094.4099755
48199030100,776264411,+30.3442101,-094.5627139
48199030800,33047889,+30.3540205,-094.2137524
48199030501,23908255,+30.2956330,-094.2121057
48121021746,10007505,+33.0672884,-097.1183908
48121021522,4495433,+33.1142332,-096.8799906
48121020505,5848475,+33.2422880,-097.1074578
48121021747,5026623,+33.0567814,-097.0688708
48121021900,6322110,+33.1276339,-096.8551096
48397040101,5468538,+32.9401870,-096.4805699
48121021719,10682524,+33.0852613,-097.0899662
48465980000,1382094,+29.3740192,-100.9258136
48465950301,4012599,+29.3800765,-100.9175057
48199030700,89776905,+30.3111510,-094.1349119
48199031000,243234404,+30.4532973,-094.1810170
48199030400,26302930,+30.3834165,-094.3161237
48199030900,26124213,+30.3979189,-094.1939356
48207950300,971738279,+33.1203710,-099.6317724
48195950100,1547584087,+36.3281309,-101.4337355
48207950400,1367365530,+33.2932315,-099.8584733
48195950300,834712442,+36.1841254,-101.2514575
48141010325,2484587,+31.7987223,-106.2763572
48141010324,2251418,+31.7854840,-106.2751894
48141010409,2616406,+31.6607877,-106.2851405
48141010215,11156189,+31.8842817,-106.5665485
48141010213,15996922,+31.8881787,-106.5335443
48335950400,1982961660,+32.2664096,-100.9049589
48131950500,2678053808,+27.5182297,-098.5086282
48121021305,2320020,+33.1843584,-097.1176062
48121021202,3965463,+33.2037782,-097.1181245
48397040503,9641321,+32.8819793,-096.4543168
48121021408,4330576,+33.1353419,-097.0682458
48121021618,4782032,+33.0471278,-096.9984046
48121021303,4590289,+33.1650572,-097.0978457
48401950502,129850756,+32.2268670,-094.8381384
48401950501,305316632,+32.2198247,-094.7136425
48141980000,24592966,+31.8133530,-106.3631369
48339690900,4800155,+30.1963892,-095.5159067
48309002498,3528265,+31.5346195,-097.1729607
48309002504,7577184,+31.4986170,-097.2421127
48309002501,5062476,+31.5288572,-097.2126252
48309002503,7940675,+31.5071478,-097.2184919
48325000102,379711042,+29.4801095,-098.8674272
48325000402,197683905,+29.2393220,-098.9156091
48325000101,140103469,+29.3177891,-098.8961892
48423001604,43187476,+32.3325368,-095.4307118
48423001906,48791080,+32.2344367,-095.3689693
48423001908,111554977,+32.1611742,-095.3505027
48423001907,54065188,+32.2090182,-095.4464908
48423001905,26984789,+32.2709381,-095.3408373
48423001404,161655512,+32.5629725,-095.4044256
48423001403,91270558,+32.4685299,-095.4104359
48325000401,90253632,+29.1527502,-098.8386167
48423002102,123681038,+32.2510654,-095.1081823
48423002101,162913558,+32.1834108,-095.0593618
48115950402,81950403,+32.7116702,-101.9935199
48115950401,41732357,+32.7615291,-101.9448926
48215020504,11088397,+26.1797249,-098.2580848
48215020102,34141368,+26.1682870,-098.3504156
48215021305,38981619,+26.1246025,-098.2665871
48215024204,41027046,+26.2033689,-098.4272989
48215024110,9514793,+26.2672325,-098.3460228
48215021404,13197688,+26.1661181,-098.1938256
48215023510,11182069,+26.2804605,-098.2188056
48215023509,10434584,+26.2892257,-098.2401696
48215021701,9712205,+26.2274197,-098.1890894
48215022004,12516474,+26.1574365,-098.1065275
48215022204,23307828,+26.1257874,-098.0336490
48215021702,8245093,+26.2250278,-098.1706730
48423980000,3379071,+32.3550896,-095.4030009
48215020404,5245188,+26.2041167,-098.2949415
48215023801,16099647,+26.2585424,-098.1479784
48215021806,8027713,+26.2322865,-098.1439612
48215022104,25118109,+26.2091761,-098.0695963
48215023514,20947267,+26.2480524,-098.0790383
48215023515,32964391,+26.2758125,-098.0775554
48215022106,30888307,+26.1442455,-098.0741143
48215022402,12635850,+26.2039082,-098.0041940
48215023103,12762130,+26.1928191,-097.9508641
48215023104,26141352,+26.1890647,-097.9286860
48215023512,33519017,+26.4243643,-098.0958984
48215024112,200931816,+26.4004565,-098.3135702
48215023511,50572727,+26.3791517,-098.0923240
48215024404,40319987,+26.3329723,-098.0079883
48215023513,38733837,+26.3427982,-098.0905036
48215021304,19219809,+26.0897293,-098.2386001
48215024205,14604741,+26.2367304,-098.4474190
48215024109,9276348,+26.2689657,-098.3267412
48215024111,42298819,+26.3344233,-098.2870727
48465950302,6230439,+29.3634330,-100.9287735
48465950800,7819729477,+29.9088622,-101.1726163
48013960402,56959727,+28.9804417,-098.5129059
48013960202,323466478,+29.0805454,-098.6307670
48215022103,4994241,+26.1779971,-098.0621831
48141010322,2164312,+31.7972302,-106.2936258
48439113618,3295850,+32.8297724,-097.1441061
48141010331,6773612,+31.8032272,-106.2445403
48141010406,4572348,+31.5791923,-106.2756149
48141010506,29555988,+31.4800802,-106.1041600
48213950901,26731716,+32.2777586,-096.1053322
48213950902,171357446,+32.0729812,-096.0312098
48213950903,21861702,+32.2284659,-096.0593880
48013960401,53000719,+29.1036787,-098.5149477
48013960100,972588306,+28.8777491,-098.3322136
48013960500,692944076,+28.8323550,-098.7197745
48013960201,224498227,+29.1170648,-098.7535839
48013960300,22563456,+29.0371934,-098.5854561
48013960600,812572206,+28.8045739,-098.5228207
48213950601,8952097,+32.3216738,-096.1245886
48213950602,21471569,+32.3349951,-096.1421842
48453001774,4788104,+30.1572857,-097.8488972
48121021745,2002019,+33.0315012,-097.0064188
48121021744,1498405,+33.0396983,-097.0119091
48141010210,11062435,+31.9506695,-106.4335178
48453001846,5839597,+30.4359343,-097.7135616
48121021716,3023636,+33.0525190,-097.0188524
48121021517,10692874,+33.0628042,-096.9288491
48439113619,1621399,+32.8176511,-097.1456453
48451001706,2640639,+31.4153645,-100.4866566
48121021514,3185504,+33.0819968,-097.0606614
48231961000,8822232,+33.1330841,-096.0858691
48231961700,25419729,+32.8463158,-096.0471790
48231960500,27126979,+33.2441359,-095.8858030
48231961200,12661747,+33.1081539,-096.0855072
48231960400,239534846,+33.1900457,-096.0936475
48231961300,124301493,+33.0667214,-096.1509124
48231960200,127302091,+33.3496150,-096.0579394
48231960700,339815188,+33.0825024,-095.9346065
48231960100,259146733,+33.3100983,-095.9453378
48231960600,3159453,+33.2386233,-095.9058054
48409010202,12924801,+27.9147234,-097.1677305
48409010302,30162876,+27.8501647,-097.2032659
48409010301,28318190,+27.9009715,-097.2039587
48409010201,8295777,+27.8942735,-097.1569007
48221160100,24327121,+32.4609030,-097.7950625
48451980000,5833309,+31.3552399,-100.4986587
48239950300,399959533,+28.8639056,-096.6389034
48235950100,2723485993,+31.3034241,-100.9813037
48239950200,773198840,+29.0982961,-096.7249452
48239950100,975088274,+28.8854937,-096.4490351
48261950100,3777420465,+26.9241932,-097.6694694
48301950100,1732508024,+31.8449361,-103.5612293
48315950300,86683045,+32.8132084,-094.6126697
48315950400,38114356,+32.7640351,-094.3446535
48315950200,384502757,+32.7947102,-094.4642946
48315950100,477202905,+32.7943113,-094.1912266
48319950100,11619042,+30.7474370,-099.2352177
48319950200,2393971936,+30.7032288,-099.2376134
48339691000,4492233,+30.1859296,-095.5126278
48469001503,4461965,+28.8535872,-097.0048123
48469001504,19066927,+28.8822652,-097.0190040
48037011502,92060129,+33.5338588,-094.4344351
48339691100,2367922,+30.1774963,-095.5153261
48339691200,6097208,+30.1685339,-095.4902715
48339691500,4396059,+30.1410047,-095.4757574
48037011501,163979766,+33.4494554,-094.4805444
48339691700,5566173,+30.1676550,-095.4634483
48453001917,8092292,+30.2743938,-097.8286923
48141010323,1569766,+31.7869159,-106.2935737
48141010333,10603767,+31.6687860,-106.1654779
48141010326,1711794,+31.7722883,-106.2936739
48453001756,2133749,+30.4261397,-097.7697739
48141004319,2023462,+31.7610024,-106.2830783
48141010345,13056286,+31.6843112,-106.2391057
